#,Product,Grade,Vat Type,Spec.,Battery Health,Qty, Offer,Order Qty, Total,,Notes:
1548,Samsung SM-J510FN (Galaxy J5) Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1549,Samsung SM-J510FN (Galaxy J5) White - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1550,Samsung SM-J510FN (Galaxy J5) White - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1551,Samsung SM-J600FN (J6 2018) Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1552,Samsung SM-L300 Watch 7 40mm Cream - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1553,Samsung SM-L300 Watch 7 40mm Cream - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1554,Samsung SM-L300 Watch 7 40mm Green - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,6, £ -   ,0, £ -   ,,
1555,Samsung SM-L300 Watch 7 40mm Green - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1556,Samsung SM-L310 Watch 7 44mm Green - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1557,Samsung SM-L310 Watch 7 44mm Silver - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1558,Samsung SM-L705F Watch Ultra Titnm Gry - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1559,Samsung SM-M135F/DSN (M13) 64GB Blue - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1560,Samsung SM-M236B/DS 128GB OrangeCopp - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1561,Samsung SM-M336B/DS 128GB Brown - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1562,Samsung SM-N960F/DS 128GB(Note9) Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1563,Samsung SM-N980F/DS Note20 4G Bronze - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1564,Samsung SM-N981B/DS Note20 5G  Grey - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1565,Samsung SM-N986B/DSNote20Ultra 256 Brz - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1566,Samsung SM-N986B/DSNote20Ultra 512 Brz - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1567,Samsung SM-R170 (Galaxy Buds) Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1568,Samsung SM-R177 (Galaxy Buds 2) Black - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1569,Samsung SM-R177 (Galaxy Buds 2) Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,4, £ -   ,0, £ -   ,,
1570,Samsung SM-R177 (Galaxy Buds 2) Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1571,Samsung SM-R177 (Galaxy Buds 2) Lavndr - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1572,Samsung SM-R177 (Galaxy Buds 2) White - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1573,Samsung SM-R180 (Galaxy Buds) Black - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1574,Samsung SM-R180 (Galaxy Buds) Black - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1575,Samsung SM-R400N Glxy Buds FE White - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1576,Samsung SM-R510 Glxy Buds2 Pro Graphte - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1577,Samsung SM-R510 Glxy Buds2 Pro Graphte - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,4, £ -   ,0, £ -   ,,
1578,Samsung SM-R530 Glxy Buds3 Silver - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1579,Samsung SM-R530 Glxy Buds3 Silver - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1580,Samsung SM-R530 Glxy Buds3 Silver - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1581,Samsung SM-R630 Glxy Buds3 Pro Silver - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,10, £ -   ,0, £ -   ,,
1582,Samsung SM-R630 Glxy Buds3 Pro Silver - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1583,Samsung SM-R630 Glxy Buds3 Pro White - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1584,Samsung SM-R840 Glxy Watch3 45mm Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1585,Samsung SM-R865F (Watch4) Blk - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,3, £ -   ,0, £ -   ,,
1586,Samsung SM-R865F (Watch4) Blk - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1587,Samsung SM-R865F (Watch4) PGld - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1588,Samsung SM-R875F (Watch4) Blk - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1589,Samsung SM-R875F (Watch4) Slv - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1590,Samsung SM-R885F (Watch4 Classic) Slv - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1591,Samsung SM-R895F (Watch4 Classic) Blk - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1592,Samsung SM-R895F (Watch4 Classic) Silv - Grade C - Standard Vat - Generic / Codes,Grade C,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1593,Samsung SM-R905F (Watch 5) Graphite - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1594,Samsung SM-R905F (Watch 5) PinkGold - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1595,Samsung SM-R905F (Watch 5) PinkGold - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1596,Samsung SM-R905F (Watch 5) Silver - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1597,Samsung SM-R915F (Watch 5) Sapphire - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1598,Samsung SM-R925F (Watch 5 Pro) Black - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1599,Samsung SM-R925F (Watch 5 Pro) Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1600,Samsung SM-R930N Watch 6 Graphite - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,2, £ -   ,0, £ -   ,,
1601,Samsung SM-R935F Watch 6 Gold - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1602,Samsung SM-R935F Watch 6 Gold - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1603,Samsung SM-R935F Watch 6 Graphite - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1604,Samsung SM-R935F Watch 6 Graphite - Pristine A+ - Standard Vat - Generic / Codes,Pristine A+,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1605,Samsung SM-R945F Watch 6 Graphite - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1606,Samsung SM-R945F Watch 6 Graphite - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1607,Samsung SM-R945F Watch 6 Silver - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1608,Samsung SM-R950N Watch 6 Classic Black - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1609,Samsung SM-R950N Watch 6 Classic Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1610,Samsung SM-R955F Watch 6 Classic Black - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1611,Samsung SM-R955F Watch 6 Classic Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1612,Samsung SM-R960N Watch 6 Classic Black - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1613,Samsung SM-R960N Watch 6 Classic Black - Grade A - Standard Vat - Generic / Codes,Grade A,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1614,Samsung SM-R960N Watch 6 Classic Black - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1615,Samsung SM-R960N Watch 6 Classic Slv - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1616,Samsung SM-R965F Watch 6 Classic Black - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1617,Samsung SM-R965F Watch 6 Classic Slvr - Grade A - Marginal Vat - Generic / Codes,Grade A,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1618,Samsung SM-R965F Watch 6 Classic Slvr - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1619,Samsung SM-S711B S23FE 128GB Cream - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1620,Samsung SM-S711B S23FE 128GB Graphite - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1621,Samsung SM-S711B S23FE 128GB Graphite - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1622,Samsung SM-S711B S23FE 128GB Graphite - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1623,Samsung SM-S711B S23FE 128GB Graphite - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1624,Samsung SM-S711B S23FE 128GB MintGreen - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1625,Samsung SM-S711B S23FE 128GB MintGreen - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1626,Samsung SM-S721B/DS S24FE 128 GrphtBlk - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1627,Samsung SM-S721B/DS S24FE 128 GrphtBlk - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1628,Samsung SM-S721B/DS S24FE 128 GrphtBlk - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,11, £ -   ,0, £ -   ,,
1629,Samsung SM-S721B/DS S24FE 128 MintGrn - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,5, £ -   ,0, £ -   ,,
1630,Samsung SM-S721B/DS S24FE 128GB Blue - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1631,Samsung SM-S721B/DS S24FE 128GB Blue - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,6, £ -   ,0, £ -   ,,
1632,Samsung SM-S721B/DS S24FE 128GB Yellow - Pristine A+ Open Box - Standard Vat - Generic / Codes - 80%+ Battery Health,Pristine A+ Open Box,Standard,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1633,Samsung SM-S901B/DS S22 128 BoraPurple - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1634,Samsung SM-S901B/DS S22 128 BoraPurple - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1635,Samsung SM-S901B/DS S22 128 BoraPurple - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1636,Samsung SM-S901B/DS S22 128GB Black - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1637,Samsung SM-S901B/DS S22 128GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1638,Samsung SM-S901B/DS S22 128GB Green - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1639,Samsung SM-S901B/DS S22 128GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1640,Samsung SM-S901B/DS S22 128GB Green - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1641,Samsung SM-S901B/DS S22 128GB Grphte - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1642,Samsung SM-S901B/DS S22 128GB PkGld - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1643,Samsung SM-S901B/DS S22 128GB PkGld - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1644,Samsung SM-S901B/DS S22 128GB PkGld - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1645,Samsung SM-S901B/DS S22 128GB Violet - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1646,Samsung SM-S901B/DS S22 128GB Violet - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1647,Samsung SM-S901B/DS S22 128GB Violet - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1648,Samsung SM-S901B/DS S22 256GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1649,Samsung SM-S901B/DS S22 256GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1650,Samsung SM-S901B/DS S22 256GB Green - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1651,Samsung SM-S901B/DS S22 256GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1652,Samsung SM-S901B/DS S22 256GB Green - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1653,Samsung SM-S901B/DS S22 256GB Grphte - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1654,Samsung SM-S901B/DS S22 256GB PkGld - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1655,Samsung SM-S901B/DS S22 256GB PkGld - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1656,Samsung SM-S901B/DS S22 256GB PkGld - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1657,Samsung SM-S906B/DS S22+ 128GB Black - Grade B - Standard Vat - Generic / Codes,Grade B,Standard,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1658,Samsung SM-S906B/DS S22+ 128GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1659,Samsung SM-S906B/DS S22+ 128GB White - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1660,Samsung SM-S906B/DS S22+ 128GB White - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1661,Samsung SM-S906B/DS S22+ 128GB White - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1662,Samsung SM-S906B/DS S22+ 256GB Black - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1663,Samsung SM-S906B/DS S22+ 256GB Black - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1664,Samsung SM-S906B/DS S22+ 256GB PkGld - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1665,Samsung SM-S908B S22Ultra 128GB Black - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1666,Samsung SM-S908B S22Ultra 128GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1667,Samsung SM-S908B S22Ultra 128GB Burgdy - Grade A - Standard Vat - China / HK Spec,Grade A,Standard,China / HK,Untested,1, £ -   ,0, £ -   ,,
1668,Samsung SM-S908B S22Ultra 128GB Burgdy - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,5, £ -   ,0, £ -   ,,
1669,Samsung SM-S908B S22Ultra 128GB Green - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1670,Samsung SM-S908B S22Ultra 128GB Green - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1671,Samsung SM-S908B S22Ultra 128GB Green - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1672,Samsung SM-S908B S22Ultra 128GB Red - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1673,Samsung SM-S908B S22Ultra 128GB Red - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1674,Samsung SM-S908B S22Ultra 128GB White - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1675,Samsung SM-S908B S22Ultra 128GB White - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1676,Samsung SM-S908B S22Ultra 256GB Black - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1677,Samsung SM-S908B S22Ultra 256GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,8, £ -   ,0, £ -   ,,
1678,Samsung SM-S908B S22Ultra 256GB Blue - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1679,Samsung SM-S908B S22Ultra 256GB Burgdy - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1680,Samsung SM-S908B S22Ultra 256GB Green - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1681,Samsung SM-S908B S22Ultra 256GB Green - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1682,Samsung SM-S908B S22Ultra 256GB Red - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1683,Samsung SM-S908B S22Ultra 256GB White - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1684,Samsung SM-S908B S22Ultra 512GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1685,Samsung SM-S908B S22Ultra 512GB Green - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1686,Samsung SM-S911B/DS S23 128 LavndrPink - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1687,Samsung SM-S911B/DS S23 128 LavndrPink - Grade A - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade A,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1688,Samsung SM-S911B/DS S23 128 LavndrPink - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1689,Samsung SM-S911B/DS S23 128GB Black - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1690,Samsung SM-S911B/DS S23 128GB Black - Grade B - Marginal Vat - Generic / Codes,Grade B,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1691,Samsung SM-S911B/DS S23 128GB Black - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1692,Samsung SM-S911B/DS S23 128GB Black - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,3, £ -   ,0, £ -   ,,
1693,Samsung SM-S911B/DS S23 128GB Cream - Grade B - Standard Vat - China / HK Spec,Grade B,Standard,China / HK,Untested,1, £ -   ,0, £ -   ,,
1694,Samsung SM-S911B/DS S23 128GB Cream - Grade C - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade C,Marginal,UK / EU,80%+,4, £ -   ,0, £ -   ,,
1695,Samsung SM-S911B/DS S23 128GB Cream - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1696,Samsung SM-S911B/DS S23 128GB Green - Grade C - Marginal Vat - Generic / Codes,Grade C,Marginal,UK / EU,Untested,1, £ -   ,0, £ -   ,,
1697,Samsung SM-S911B/DS S23 256 LavndrPink - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1698,Samsung SM-S911B/DS S23 256 LavndrPink - Grade C - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade C,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1699,Samsung SM-S911B/DS S23 256GB Black - Grade A - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade A,Marginal,UK / EU,80%+,2, £ -   ,0, £ -   ,,
1700,Samsung SM-S911B/DS S23 256GB Black - Grade B - Marginal Vat - Generic / Codes - 80%+ Battery Health,Grade B,Marginal,UK / EU,80%+,1, £ -   ,0, £ -   ,,
1701,Samsung SM-S911B/DS S23 256GB Black - Grade B - Standard Vat - Generic / Codes - 80%+ Battery Health,Grade B,Standard,UK / EU,80%+,1, £ -   ,0, £ -   ,,
